Default,loan_amnt,int_rate,grade,emp_length,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,open_acc,revol_bal,revol_util,total_pymnt
0,20000,12.69%,B,7 years,10.21,0,0,,13,17537,54.80%,24372.18
1,10000,11.71%,B,5 years,21.83,0,0,,11,7346,59.60%,1958.97
1,24000,8.90%,A,10+ years,3.94,0,4,,14,3885,8.10%,8649.71
0,14400,12.69%,B,9 years,20.16,0,2,,8,12248,79.50%,17389.61
0,6000,14.65%,C,7 years,21.39,0,2,45,7,6546,88.50%,7464.910002
0,22000,15.96%,C,5 years,22.47,0,1,30,16,26721,85.10%,27828.63995
1,12000,11.71%,B,10+ years,16.36,0,0,,11,22059,68.50%,3564.9
0,16000,16.77%,D,< 1 year,17.2,0,1,,17,23096,64.20%,20470.04
0,10000,10.65%,B,10+ years,11.16,0,1,,15,30660,59.40%,11726.32
0,16000,19.03%,E,8 years,16.89,0,0,52,9,13771,56.20%,17833.52997
1,10000,12.69%,B,2 years,12.03,0,1,,10,10472,84.60%,7690.46
0,3500,13.49%,C,7 years,10.35,0,2,47,14,6943,54.20%,3615.368378
0,9600,9.91%,B,5 years,16.49,0,0,,8,10980,79%,11084.44979
0,9875,7.90%,A,10+ years,24.03,0,1,,11,24129,63.70%,11123.65
0,21500,17.58%,D,2 years,22.86,0,1,75,13,18723,81.80%,19867.56312
0,4800,7.90%,A,6 years,13,0,1,,7,2936,26%,5080.284197
0,7800,6.03%,A,10+ years,0.78,0,1,,7,3878,6.20%,8546.299999
0,20000,14.27%,C,10+ years,6.21,0,1,,6,12377,89%,24002.34106
1,9750,7.51%,A,4 years,29.04,0,1,,9,13275,51.70%,5150.83
0,18000,15.96%,C,6 years,23.41,0,2,,13,46957,67%,18898.54643
0,5000,6.03%,A,9 years,16.48,0,0,,7,5881,25.60%,5451.317057
0,9000,14.65%,C,4 years,17.01,1,1,20,21,10464,50%,10752.06648
0,7200,7.90%,A,1 year,11.98,0,0,,11,5862,46.10%,8110.439998
0,3000,19.03%,E,3 years,10.73,1,2,19,3,1985,79.40%,4211.68
1,25000,19.42%,E,10+ years,20.04,0,0,,12,17035,94.90%,29415.85
0,25000,15.27%,C,8 years,18.5,0,2,,7,18223,70.60%,28098.04098
0,10000,15.96%,C,10+ years,13.09,0,1,,9,23870,77.20%,12649.36
1,8875,12.69%,B,5 years,23.11,0,1,,9,13003,71.10%,2046.9
0,15550,11.71%,B,10+ years,23.36,0,0,,9,22455,89.80%,18515.86999
0,17000,15.27%,C,8 years,16.84,0,2,33,11,12923,62.70%,21961.64
0,7500,12.69%,B,5 years,4.41,0,2,,15,5927,35.50%,9057.079996
0,8875,8.90%,A,6 years,24.29,0,0,,10,8890,69.50%,10145.14993
0,4500,17.27%,D,1 year,4.34,0,0,,3,3424,68.50%,5507.127762
0,5800,12.42%,B,3 years,21.67,0,1,38,9,6558,66.90%,6977.099999
0,10000,11.71%,B,2 years,22.26,0,1,70,8,11145,47.40%,11819.55603
0,10000,9.91%,B,4 years,19.06,0,0,69,11,10898,88.60%,11401.47818
0,14000,11.71%,B,1 year,12.97,0,1,,6,13008,57.90%,15611.66481
0,25000,19.03%,E,3 years,17.15,1,1,18,7,15814,87.90%,38487.04
1,12000,8.90%,A,3 years,6.75,0,0,,9,5329,59.20%,8740.16
0,24000,7.90%,A,6 years,10.58,0,2,,9,26098,45%,27034.77001
0,14000,14.27%,C,< 1 year,3.3,0,1,35,10,7085,59%,17235.86936
0,12000,8.90%,A,7 years,17.08,0,0,,7,14573,72.20%,13739.32999
1,15000,12.69%,B,3 years,24.76,0,1,,7,16876,65.70%,9543.84
1,8050,12.69%,B,1 year,14.8,0,0,,4,12000,81.30%,1330.92
0,5600,10.65%,B,6 years,16.36,1,0,4,11,2238,12.40%,6566.699998
0,7500,9.91%,B,3 years,12.35,0,0,,14,7790,57.30%,8551.156268
0,7000,11.71%,B,10+ years,12.19,0,0,,13,28060,93.80%,8335.090002
0,5400,7.90%,A,4 years,10.89,0,0,,5,8855,77%,6082.819999
0,16000,12.42%,B,1 year,13.67,0,2,,11,22488,65.20%,19247.16
0,35000,12.42%,B,9 years,16.53,0,0,43,9,15523,25%,34446.38201
1,6000,7.90%,A,< 1 year,1.68,0,0,,6,2192,10%,3662.31
0,4125,12.69%,B,10+ years,17.73,0,4,38,5,5346,37.60%,5551.360004
0,9800,16.29%,D,4 years,21.01,0,2,39,14,21366,44.90%,12161.90555
0,15700,18.25%,D,10+ years,17.43,0,1,,12,9196,63%,23722.74002
0,5000,6.62%,A,1 year,1.82,0,0,,7,15175,56%,5526.66
0,9900,11.71%,B,6 years,14.09,0,0,,4,7911,88.90%,11788.23
0,4000,11.71%,B,n/a,7.5,1,0,16,4,1593,54.90%,4186.02303
0,15000,11.71%,B,3 years,5.7,0,0,,5,9368,82.20%,17861.03001
0,6250,15.96%,C,1 year,20.85,0,3,,5,5771,88.80%,7905.88
0,6400,16.29%,D,< 1 year,17.97,0,1,,6,5866,94.60%,8133.129999
0,8850,13.49%,C,10+ years,7.67,0,0,33,17,5633,84.70%,12021.06002
0,12000,15.27%,C,4 years,17.07,0,1,56,10,15723,61%,15032.53999
0,15000,8.90%,A,5 years,6.48,0,1,,6,5649,25.20%,17022.63829
0,6500,14.27%,C,4 years,10.12,0,0,48,5,10843,81.50%,7997.879996
0,8000,15.96%,C,10+ years,16.34,1,1,21,10,7634,81.20%,10119.53
0,30000,21.28%,F,6 years,17.57,0,2,27,17,36497,74.50%,31832.18997
0,15000,14.65%,C,10+ years,14.56,0,2,,8,11736,74.30%,16917.77509
0,10200,14.27%,C,3 years,16.53,0,1,,7,9428,80.60%,12187.97328
0,9000,12.42%,B,5 years,19.1,0,0,46,7,4012,47.20%,10826.53001
0,6500,16.29%,D,3 years,21.85,0,1,,11,10075,92.40%,8197.123026
0,23000,21.28%,F,8 years,8.94,0,0,,9,9826,99.30%,30967.61703
0,2000,7.90%,A,4 years,5.09,0,0,,8,2058,79.20%,2252.86
0,8000,13.49%,C,3 years,14.48,0,2,,11,6266,44.10%,9771.92
0,8875,7.51%,A,1 year,28.4,0,0,,11,29470,83.70%,9740.179268
1,1500,18.64%,E,< 1 year,4.59,0,3,,10,1497,99.80%,560.69
0,8000,12.42%,B,3 years,20.26,0,0,,4,12035,85.40%,9641.28
1,20000,14.65%,C,10+ years,16.51,0,2,,10,21513,74.90%,3612.52
0,6500,11.71%,B,4 years,6.26,0,0,,5,10139,63.80%,7730.649996
0,9600,13.49%,C,3 years,10.22,0,2,,12,7387,84.90%,11411.61548
0,25975,12.69%,B,10+ years,26.13,0,0,,15,93718,77.20%,20087.05
0,10000,7.90%,A,5 years,10.46,0,0,,12,10763,50.10%,11264.46
0,15000,12.42%,B,10+ years,5.61,0,1,,8,10746,53.70%,18044.24001
0,9000,6.62%,A,3 years,22.05,0,1,,7,14022,44%,9932.884725
0,10000,7.90%,A,2 years,27.92,0,0,,7,10638,69.10%,11264.46
1,1000,14.65%,C,n/a,6,0,2,,3,2510,83.70%,91.31
0,14000,7.90%,A,2 years,15.2,0,0,,8,13581,62.30%,15298.55288
1,8500,14.27%,C,9 years,8.5,0,2,,15,9354,61.50%,2444.63
0,15000,19.03%,E,9 years,2.82,0,2,,9,11379,75.90%,22607.34002
0,4500,15.96%,C,5 years,14.66,0,1,,20,18611,76.60%,5582.66199
0,3000,7.51%,A,10+ years,27.91,0,0,,10,38905,56%,3359.94
0,10000,9.91%,B,4 years,7.98,0,2,,7,21440,68.10%,11600.98
0,21250,16.77%,D,5 years,19.93,0,2,,7,18352,62.70%,30786.24002
1,33425,13.49%,C,2 years,25.71,0,3,,10,50670,50.50%,19893.95
0,35000,19.42%,E,8 years,11.72,0,2,,17,29573,66.10%,54528.87764
0,7200,15.27%,C,4 years,20.95,0,1,81,16,9119,96%,8954.778171
1,18000,11.71%,B,< 1 year,18.18,0,0,,6,12806,68.80%,10850.22
0,23000,7.90%,A,2 years,8.13,0,1,,11,17564,60.80%,23980.72134
1,20000,16.77%,D,10+ years,9.46,0,2,28,13,16326,41%,18799.72
0,6000,17.58%,D,3 years,15.54,0,0,,8,8136,80.60%,8358.84
0,7000,8.90%,A,1 year,7.9,0,1,,7,8717,76.50%,8001.780002
0,21000,12.69%,B,8 years,8.52,0,1,81,11,30361,63%,24295.03896
0,8250,7.51%,A,n/a,17.87,0,4,,17,7521,10.40%,9239.889998
0,13000,9.91%,B,10+ years,8.82,0,0,,10,22554,75.90%,14822.16555
0,18000,6.62%,A,2 years,6.35,0,0,,8,16136,25%,19895.96
0,7200,6.03%,A,5 years,2.54,0,0,68,6,3859,6%,7882.326305
0,16500,8.90%,A,10+ years,13.1,0,0,,7,21329,87.10%,18160.50019
0,8125,7.90%,A,< 1 year,24.34,0,1,,13,19296,63.60%,9152.370003
0,18800,7.51%,A,3 years,13.76,1,0,11,14,14477,17.30%,21055.77
0,26800,19.03%,E,10+ years,21.59,0,1,,12,26919,98%,31286.01045
0,19200,7.90%,A,5 years,19.66,0,0,,13,28727,72.20%,21329.05118
0,12875,17.58%,D,3 years,18.7,0,1,,4,5595,86.10%,11224.59391
0,4000,12.42%,B,5 years,19.64,0,1,,11,11130,52.70%,4300.810465
0,4000,16.29%,D,4 years,9.22,0,0,44,7,8247,83.50%,5055.326911
0,12000,9.91%,B,10+ years,18.8,0,0,,5,17229,74.90%,13874.18116
0,2625,11.71%,B,10+ years,14.52,0,2,,8,8343,65.20%,3126.259999
0,18000,13.49%,C,10+ years,13.7,0,1,,10,11963,62.60%,22331.74
0,7000,9.91%,B,10+ years,11.45,0,0,49,10,16783,38.10%,8120.660002
0,11300,12.69%,B,7 years,16.33,0,1,79,9,18905,74.70%,12791.39767
0,4000,9.91%,B,10+ years,10.05,0,3,,12,13212,85%,4635.56
0,8000,6.03%,A,10+ years,4.72,0,0,,18,7764,6.80%,8518.253867
1,14400,18.25%,D,5 years,7.82,0,0,,5,8092,79.30%,7869.17
0,4375,12.42%,B,2 years,13.92,0,0,,3,2847,74.90%,5262.849999
0,4100,7.51%,A,9 years,6.58,0,1,,7,24138,72.10%,4584.053003
0,6000,8.90%,A,7 years,14.43,0,3,78,8,3917,31.40%,6858.700002
1,4200,17.27%,D,9 years,10.13,0,1,82,9,8843,77%,4200
0,4000,6.62%,A,6 years,3.89,0,1,,13,11947,24.40%,4153.202479
1,3000,10.65%,B,10+ years,13.37,0,2,,8,23964,64.60%,2236.73
0,5400,12.69%,B,10+ years,8.8,0,0,31,6,10376,68.70%,6276.636933
1,15000,16.29%,D,1 year,21.99,2,0,4,12,40370,84.10%,1873.45
0,20000,18.64%,E,3 years,23.47,0,0,,8,11952,88.50%,22957.86276
0,10400,12.69%,B,4 years,19.91,0,2,,6,13695,90.10%,12559.16001
0,4500,17.58%,D,7 years,22.63,0,1,,8,13739,67.70%,6294.510003
0,11500,12.42%,B,< 1 year,13.06,0,0,,8,10838,89.60%,13853.32067
0,10000,6.62%,A,4 years,24.85,0,2,64,19,3548,5.90%,10744.74135
0,18225,13.49%,C,10+ years,20.8,0,0,,8,17404,74.40%,14879.72301
0,3600,8.90%,A,10+ years,5.48,0,0,,8,9550,65.90%,3977.331551
0,18500,11.71%,B,2 years,0.72,0,0,,7,6149,10.40%,16367.24901
0,16800,18.25%,D,10+ years,21.5,0,2,,10,10296,38.40%,22813.53373
1,10000,17.27%,D,8 years,17.15,0,1,,7,6754,92.50%,8589.12
0,15000,18.25%,D,10+ years,8.49,2,2,9,10,17258,89.10%,17729.28955
0,8000,11.71%,B,8 years,10.22,0,1,,12,15938,35.70%,8371.963221
0,25000,16.77%,D,1 year,13.66,0,0,,10,22388,82.90%,19647.9686
1,16000,7.90%,A,1 year,24.66,0,0,,8,29485,81%,11928.62
0,8000,10.65%,B,2 years,11.56,0,0,29,9,9004,15.70%,8925.982941
0,7200,7.51%,A,10+ years,19.74,0,0,,12,16106,83.50%,8063.919998
0,12000,7.51%,A,4 years,13.3,0,1,,16,13715,51.80%,13099.51001
1,2200,15.27%,C,10+ years,5.47,0,3,76,3,10130,83.70%,2294
0,20000,12.69%,B,10+ years,17.78,0,0,,10,12064,66.90%,24389.34
0,28000,12.42%,B,4 years,15.87,0,1,,10,23199,58.70%,31961.73394
0,6000,7.51%,A,2 years,23.86,0,1,,8,22282,62.40%,6719.920001
0,25000,19.42%,E,10+ years,21.13,0,0,,16,28380,85.30%,35314.54
1,8000,8.90%,A,1 year,25.12,0,0,68,16,20888,37.60%,4639.04
0,14400,15.27%,C,2 years,0.98,0,1,,3,62,7.70%,14762.61059
0,20000,19.03%,E,5 years,18.06,0,0,62,11,29665,97.40%,19738.8249
0,25000,14.27%,C,10+ years,13.41,0,0,,11,25856,91.70%,25188.62
0,14050,8.90%,A,3 years,2.21,0,2,,9,2217,18.80%,15811.69163
0,6000,13.49%,C,10+ years,3.16,0,0,43,5,6704,94.40%,7328.920001
0,16100,11.71%,B,< 1 year,27.8,0,0,,10,13481,46%,19205.9
1,35000,20.30%,E,3 years,16.39,0,2,82,10,18515,76.50%,3093.5
0,10525,7.90%,A,4 years,7.27,0,0,,4,10881,68.90%,11650.69649
0,7200,15.96%,C,2 years,5.2,0,1,,2,1884,94.20%,9107.579997
0,18500,10.65%,B,10+ years,26.34,0,0,,8,8,0.10%,18898.14453
0,12000,13.49%,C,10+ years,16.2,0,2,72,15,14582,74.40%,13686.18965
0,12000,11.71%,B,5 years,6.58,0,0,,10,17590,79.60%,14288.76999
0,3000,11.71%,B,2 years,16.03,0,2,,6,10014,83.40%,3572.190424
0,9500,16.29%,D,10+ years,18.51,0,1,,9,18757,79.50%,10658.90237
0,19775,12.42%,B,2 years,17.57,0,2,,10,19672,61.10%,22696.10103
1,12000,14.65%,C,< 1 year,16.13,0,3,,14,16664,89.40%,7694.4
0,28000,14.27%,C,7 years,9.46,0,1,,9,17936,68.10%,35918.81539
0,30000,12.42%,B,2 years,22.23,0,0,,8,22177,94%,36088.47999
0,16000,10.65%,B,9 years,13.33,0,2,,8,8705,89.70%,18762.13
0,14500,14.65%,C,8 years,5.24,0,1,42,17,15077,46.70%,18005.93
0,11700,14.65%,C,3 years,18.17,0,1,,12,7203,39.80%,14115.57979
0,4150,10.65%,B,4 years,1.99,0,0,30,7,4255,25%,4833.717409
0,15000,11.71%,B,10+ years,26.48,0,0,,8,10982,67.80%,17877.82
0,24000,16.77%,D,6 years,12.57,0,0,,10,9043,91.20%,30705.06003
1,21250,12.42%,B,5 years,14.27,0,1,68,8,14899,69.30%,8880.05
0,10000,14.27%,C,10+ years,13.46,0,1,,9,19535,71.30%,12351.21
0,25000,18.25%,D,< 1 year,10.58,0,0,,13,14608,72%,32075.95431
0,4000,15.96%,C,6 years,21.91,0,2,,6,8038,93.50%,4928.049091
0,15000,11.71%,B,< 1 year,8.86,0,0,,11,14615,70.80%,17604.81332
0,20000,13.49%,C,3 years,9.09,0,0,,7,19736,79.30%,27154.14
0,15000,17.58%,D,3 years,12.36,0,1,,5,7717,81.20%,17854.60083
0,3600,15.96%,C,3 years,12.78,0,1,,5,3447,52.20%,4553.736107
0,6000,19.03%,E,5 years,20.13,0,1,51,5,7996,93%,8951.190009
1,15000,15.27%,C,10+ years,10.72,0,2,,7,12333,75.20%,6379.19
0,12000,18.25%,D,3 years,15.24,0,1,,14,7949,45.40%,17523.11997
0,12375,7.51%,A,6 years,28.06,0,2,,13,13538,52.10%,13174.64159
1,4000,12.69%,B,6 years,17.6,0,1,48,8,1296,5.50%,2152.95
0,13000,10.65%,B,10+ years,20.11,0,0,78,13,13810,40.60%,15244.21999
0,5000,6.62%,A,1 year,8.16,0,1,,6,3305,18.50%,5496.717023
0,5000,15.96%,C,7 years,19.63,0,1,52,11,32705,53.30%,6016.294917
0,26000,11.71%,B,10+ years,16.55,0,3,,4,25215,94.80%,30959.08001
0,15000,18.64%,E,8 years,17.97,0,2,,15,30810,85.50%,22601.97001
1,4000,19.91%,E,10+ years,15.2,0,3,,5,3722,22.40%,1775.8
0,8000,7.90%,A,10+ years,7.56,0,2,,9,6290,34.10%,8977.560505
1,1700,7.90%,A,n/a,27,0,0,,9,16333,91.20%,1218.5
0,16000,9.91%,B,10+ years,15.1,0,1,,9,13577,66.20%,18561.57
0,20000,9.91%,B,10+ years,11.19,0,0,,14,7747,15.40%,23342.28925
1,12000,14.65%,C,6 years,13.81,0,1,,14,13239,60.20%,11043.04
0,7000,11.71%,B,7 years,24.64,0,0,,12,7299,84.10%,8335.088037
1,8000,20.30%,E,1 year,14.23,0,1,,10,9870,95%,8505.34
0,13000,23.52%,G,10+ years,11.65,0,1,,10,18427,92.10%,19975.04
1,13000,16.29%,D,10+ years,12.9,0,1,,4,6901,93.30%,8768.3
0,20000,21.28%,F,2 years,16.72,0,2,,12,23789,75.50%,24943.24696
0,18000,13.49%,C,8 years,16.4,0,0,70,16,14828,46.60%,21986.92001
0,10000,16.29%,D,3 years,17.03,0,1,,8,12603,92%,11714.31834
0,22250,15.27%,C,8 years,23.07,0,1,,9,15695,77.70%,24933.56857
1,24000,17.58%,D,5 years,21.29,0,1,,10,3343,25.30%,4401.18
1,11200,12.42%,B,3 years,22.88,0,0,,8,25673,74.40%,4225.13
0,7000,10.65%,B,3 years,18.16,0,0,57,11,4170,94.80%,8208.410001
0,8000,6.03%,A,6 years,11.52,0,0,,8,8311,12.40%,8765.414062
0,22500,16.77%,D,4 years,10.91,0,0,,7,23080,84.50%,31414.37998
0,12000,17.27%,D,2 years,11.1,0,1,,9,15037,88.50%,14497.86079
0,22000,14.65%,C,< 1 year,12.1,0,1,,11,20666,92.30%,26362.79333
0,6200,10.65%,B,10+ years,19.95,0,1,,10,18210,55.20%,6771.658577
0,15900,9.91%,B,9 years,21.72,0,1,,7,20393,64.50%,18176.73103
0,5000,8.90%,A,n/a,16.17,1,0,15,9,8901,53%,5652.840923
0,16000,6.62%,A,3 years,2.78,0,1,,10,1935,3.20%,17685.3
0,5000,11.71%,B,4 years,4.01,0,1,,3,4263,61.80%,5728.171106
0,3150,15.27%,C,5 years,4.37,0,3,50,6,2124,28.20%,3945.990997
1,12000,14.27%,C,2 years,8.49,0,1,,9,8738,68.50%,5423.3
1,28000,7.90%,A,4 years,5.29,0,1,,7,11849,24.80%,9959.66
0,5000,12.42%,B,< 1 year,22.59,0,0,49,9,13091,82.30%,6014.73
0,3000,9.91%,B,n/a,4.29,0,0,,3,5289,33.30%,3480.27
1,3000,7.90%,A,10+ years,4.89,0,0,,4,3413,85.30%,2720.04
0,8400,6.62%,A,2 years,11.86,0,0,,9,8993,36.10%,9284.750002
0,7000,10.65%,B,10+ years,24,0,0,51,14,6992,72.80%,8100.969288
0,18550,19.42%,E,2 years,21.68,0,2,,9,18972,65.90%,16384.26
0,2000,9.91%,B,1 year,11.43,0,0,,19,46267,93.50%,2320.195762
0,12000,14.65%,C,3 years,14.44,0,2,,12,6506,47.80%,12236.2
1,8575,17.58%,D,n/a,22.54,0,1,,4,20142,89.90%,4636.75
1,28000,12.42%,B,8 years,23.41,0,0,,13,47111,44.20%,14647.04
0,10000,7.90%,A,6 years,12.42,0,1,,8,18244,89.40%,11234.03642
0,25000,19.42%,E,2 years,21.68,0,0,,9,24430,84.50%,32204.22363
0,8000,11.71%,B,10+ years,20.21,0,0,,9,19607,92.10%,9524.25
1,16000,18.25%,D,10+ years,18.39,0,2,,15,22500,94.50%,8576.66
0,25000,11.71%,B,8 years,13.9,0,0,,12,24916,76%,29603.23218
0,2000,9.91%,B,10+ years,13.5,0,0,,6,9583,64.20%,2320.2
0,16800,14.65%,C,2 years,14.52,0,1,,7,22373,96.90%,20862.00998
0,8000,8.90%,A,3 years,10.52,0,0,,10,13268,60.60%,8300.677545
0,12000,12.69%,B,9 years,19.71,0,0,,10,15311,66.30%,15732.30999
1,11000,7.90%,A,4 years,4.74,0,0,,8,7690,77.70%,3094.2
1,5000,16.29%,D,6 years,22.81,0,2,,9,19925,90%,4056.05
0,18000,16.29%,D,10+ years,21.8,0,1,,14,34809,90.20%,22874.61001
1,10000,12.69%,B,6 years,15.9,0,3,,8,6397,65.30%,9758.77
0,5000,9.91%,B,< 1 year,13.92,0,1,53,9,26171,64.30%,5800.47
0,10000,16.29%,D,4 years,16.61,0,0,,8,8495,79.10%,12708.08
0,25000,9.91%,B,4 years,4.4,0,0,,5,865,4.60%,26319.63526
0,2400,12.69%,B,4 years,13.7,0,1,50,12,3265,44.10%,2853.501245
1,3000,16.29%,D,4 years,15.16,0,1,,12,9089,60.20%,2704.36
1,7700,16.77%,D,3 years,18.58,0,0,,6,9206,82.90%,4911.95
0,2400,13.49%,C,< 1 year,4.71,0,1,,5,2902,96.70%,2931.54
0,18500,19.03%,E,10+ years,20.89,0,0,39,12,31962,87.80%,16371.07
0,5000,10.65%,B,1 year,17.11,0,0,25,9,7464,70.40%,5482.054532
0,14000,17.58%,D,10+ years,7.73,3,0,3,13,7115,40.70%,16307.63313
1,24500,20.89%,F,4 years,9.09,0,0,,6,19668,94.40%,3994.86
0,2400,10.65%,B,3 years,15.7,0,1,,6,12480,82.60%,2814.299616
0,1800,12.42%,B,7 years,15.86,0,0,26,5,11180,60.80%,1994.275589
1,22200,19.42%,E,2 years,13.33,0,1,69,12,10070,89.10%,9174.61
0,21400,19.42%,E,3 years,19.66,0,2,,16,21721,66.20%,28127.21444
1,13000,7.90%,A,10+ years,16.93,0,0,,7,14078,66.10%,6735.25
0,8000,12.69%,B,5 years,15.33,2,2,9,10,4384,38.50%,9660.91
1,3600,12.69%,B,10+ years,19,0,3,,10,1104,13%,3612.83
1,12375,23.13%,G,5 years,20.88,0,0,78,27,13768,22.50%,8530.26
0,9400,9.91%,B,2 years,11.84,0,0,,7,16982,51.80%,10880.29
0,9600,14.27%,C,6 years,15.54,0,3,35,16,1679,18.90%,11857.13
0,17000,10.65%,B,1 year,18.63,0,0,,8,19782,80.10%,19934.77999
0,25000,19.03%,E,10+ years,16.19,0,2,,15,21572,58.50%,24168.56
0,16950,16.77%,D,10+ years,14.47,0,1,56,12,32164,78.50%,22196.24
0,30000,19.03%,E,10+ years,26.82,0,1,,8,26710,85.10%,26880.33123
0,10800,14.27%,C,6 years,2.67,0,0,41,10,7045,69.10%,12323.67526
0,6000,7.90%,A,10+ years,19.17,0,1,,9,10515,76.20%,6757.431242
0,35000,8.90%,A,10+ years,12.09,0,0,,10,51441,60.20%,40009.00999
0,10000,10.65%,B,7 years,14,0,0,,5,12208,78.90%,10593.80226
0,15000,19.91%,E,4 years,20.85,0,2,,13,8162,92.70%,21055.75337
0,5000,12.69%,B,2 years,20.54,0,0,,15,6811,97.30%,6038.03
0,3000,17.27%,D,5 years,11.42,0,1,,11,8580,66.50%,4043.5
1,7100,14.65%,C,1 year,23.85,0,2,,10,5148,41.50%,3915.2
0,12000,16.77%,D,10+ years,13.46,0,2,,12,23691,92.50%,15352.47999
1,22400,22.74%,G,6 years,7.02,2,1,14,14,13773,58.70%,26376.52
0,5825,10.65%,B,8 years,13.25,0,3,,9,16641,89%,6830.600001
1,22250,12.69%,B,2 years,15.63,0,0,,8,15791,61.90%,19580.94
0,18000,16.77%,D,2 years,21.22,0,1,,9,19489,77.60%,24008.16
0,6000,12.42%,B,4 years,7.2,0,0,38,4,5802,72.50%,6691.551868
1,7650,11.71%,B,5 years,23.96,0,1,,10,24086,63.40%,3098.5
0,21000,18.25%,D,2 years,13.55,0,2,,9,16854,94.70%,28924.24
1,20675,15.27%,C,7 years,23.31,0,1,,6,9487,74.10%,5928.84
0,13200,7.90%,A,6 years,12.06,0,0,,7,10264,55.80%,14098.74781
0,12000,7.51%,A,< 1 year,20.7,0,1,,11,12818,63.10%,13439.86999
0,20000,19.03%,E,6 years,9.06,0,0,26,9,24185,90.60%,15413.51877
0,15000,6.03%,A,7 years,12.78,0,0,,13,2166,5.50%,16435.17
0,27050,18.64%,E,5 years,19.75,0,0,68,12,26469,80.20%,40977.76997
0,22500,17.27%,D,3 years,18.8,0,2,,8,18364,75.60%,28145.67314
1,20500,12.69%,B,< 1 year,28.32,0,1,,10,23823,52.20%,7896.36
0,12800,12.42%,B,1 year,19.95,0,0,,13,23893,89.80%,15397.73
0,27575,10.65%,B,1 year,12.27,0,1,,8,13057,67.70%,32335.42
0,7000,12.69%,B,8 years,14.42,0,0,,9,23864,97.40%,8018.915047
0,7600,16.77%,D,1 year,16.52,0,2,,6,4292,72.70%,10696.71
1,29000,12.42%,B,10+ years,7.22,0,1,,6,18918,57.70%,14318.48
0,10000,14.27%,C,4 years,18.29,0,0,,6,14848,95.80%,12351.21
0,14125,7.90%,A,5 years,22.54,0,0,,12,12709,60.80%,15533.89575
0,12000,6.62%,A,< 1 year,4.17,0,0,,11,13285,35.30%,13207.97974
0,9575,6.62%,A,3 years,18.34,0,0,,7,13902,53.90%,10496.2769
0,12000,20.30%,E,1 year,18.76,1,0,12,8,8382,98.60%,13908.29001
1,12000,15.96%,C,9 years,10.6,0,3,,11,11434,77.80%,4637.54
0,10000,12.69%,B,4 years,22.61,0,0,,14,10344,74.40%,12076.13
0,10000,15.96%,C,1 year,19.46,0,3,,12,17513,59.50%,12649.36
0,25000,14.27%,C,5 years,10.77,0,1,,8,17624,63.60%,31585.76
0,24000,9.91%,B,4 years,14.17,0,0,,10,27994,47.70%,27381.77608
0,14575,10.65%,B,7 years,16.46,0,1,,8,20169,58.50%,17091.14
0,9000,7.51%,A,< 1 year,4.44,0,1,,10,8556,34.10%,9556.525909
1,10000,13.49%,C,10+ years,20.96,0,0,,10,2780,32%,4749.77
0,7125,17.58%,D,7 years,16.8,0,0,,3,11267,93.10%,9219.109997
0,15000,10.65%,B,10+ years,15.14,0,0,,6,15795,81%,18741.91001
0,13000,13.49%,C,6 years,17.11,0,2,73,18,11036,81.10%,14826.52754
0,12000,12.69%,B,7 years,10.44,0,0,,5,6207,78.60%,14354.26
0,18000,20.30%,E,2 years,17.98,0,2,,10,11720,52.40%,27675.60002
0,30000,14.27%,C,10+ years,19.12,0,1,,11,21682,49%,38699.89349
1,21600,17.27%,D,2 years,10.85,0,0,,8,21912,95.30%,2724.94
0,7600,16.77%,D,5 years,6.29,0,0,68,13,8646,40.60%,10110.69
0,7000,12.42%,B,10+ years,15.11,0,2,,15,16049,72.30%,8336.403489
0,7000,8.90%,A,5 years,24.48,0,2,,13,21556,71.10%,8001.780002
0,3600,17.27%,D,7 years,5.59,1,1,2,3,8095,75.70%,4637.963736
0,3500,12.69%,B,10+ years,5.36,2,0,2,6,11616,45.70%,4226.629999
0,5000,8.90%,A,6 years,16.47,0,2,,9,9194,29.70%,5715.56
0,10000,11.71%,B,5 years,17.3,0,2,,11,11512,87.20%,11767.15198
0,4500,13.49%,C,< 1 year,19.56,0,1,,7,12070,67.80%,5496.710001
0,12000,11.71%,B,10+ years,6.74,0,0,,5,10725,90.90%,14288.77
0,12000,19.03%,E,1 year,10.91,2,1,16,15,9520,85%,14478.12953
0,10700,12.42%,B,4 years,16.41,0,1,,7,5192,66.60%,12871.52
0,6000,10.65%,B,1 year,19.36,0,1,,8,25900,78.60%,6906.280621
0,20000,7.90%,A,10+ years,12.84,0,1,,9,8399,39.80%,22528.97
0,10800,16.77%,D,2 years,11.22,0,1,40,5,9952,64.20%,11960.69775
0,25000,19.03%,E,10+ years,20.67,0,0,,10,12112,61.50%,23827.66
0,20000,14.27%,C,5 years,10.3,0,0,,7,17819,79.80%,26335.47069
0,3600,13.49%,C,1 year,12.99,0,0,,5,7897,83.10%,4397.389999
0,6000,8.90%,A,10+ years,17.48,0,0,72,12,6252,78.10%,6904.600001
0,10375,14.27%,C,5 years,22.39,0,1,,7,10084,65.90%,12814.34001
0,25000,8.90%,A,4 years,25.4,0,0,,9,28571,68.70%,28577.85
